
1785,118840.430007674
1786,148482.356045873
1787,166930.551793268
1788,60539.1533034701
1789,100163.146960674
1790,79624.1820714031
1791,181920.905919798
1792,153598.466552913
1793,128148.910430538
1794,154001.942719381
1795,125276.210384913
1796,116544.174374858
1797,108641.084626145
1798,118717.179140925
1799,108913.38966363
1800,133642.477398141
1801,134221.858241372
1802,133323.708034287
1803,148539.009768438
1804,146511.827726133
1805,136972.929170502
1806,123674.159293747
1807,132189.053816564
1808,117636.308515607
1809,125610.764117945
1810,140900.589696897
1811,96802.5240793427
1812,101121.837788906
1813,122152.879888212
1814,95071.0499570268
1815,52049.4202499477
1816,95588.5830885343
1817,114262.511879615
1818,142695.549627909
1819,127478.023649396
1820,66832.3677173196
1821,109330.766461208
1822,151435.20537408
1823,52950.99427367
1824,130519.665466689
1825,135534.987454456
1826,109530.018681821
1827,104960.931242034
1828,143878.993908822
1829,116280.548856007
1830,141364.606972536
1831,149977.194774336
1832,79397.5179580056
1833,141339.167412091
1834,127250.55790166
2022,185460.687281789
2023,146065.14473237
2024,259370.863640966
2025,356423.888051752
2026,178606.656514112
2027,153020.218007967
2028,151625.74081413
2029,161518.331852788
2030,267397.518072326
2031,231784.255078405
2032,249769.954749324
2033,254155.190236607
2034,163094.550879327
2035,209945.587660101
2036,204463.837117854
2037,203713.736913838
2038,287734.386238968
2039,220205.806637179
2040,289027.239135023
2041,301473.515836089
2042,205385.394990972
2043,175978.839440356
2044,168617.286171526
2045,224138.428830186
2046,144732.958771158
2047,142905.908543921
2048,143937.571545993
2049,140904.883843277
2050,181350.604366428
2051,105067.467430445
2052,127254.629438122
2053,144172.347024857
2054,75464.5013238515
2055,155491.947927901
2056,148914.382965174
2057,117886.593226071
2058,218543.034583986
2059,131772.111654283
2060,181970.206922679
2061,175019.453589903
2062,128195.079806787
2063,119008.101911984
2064,139122.293820392
2065,118987.18909953
2066,166445.445282256
2067,109900.873844513
2068,145952.69618997
2069,83195.1078308251
2070,111099.317381085
2071,93167.6990249677
2072,133351.863436308
2073,137386.88684425
2074,183495.201112732
2075,142260.153321151
2076,116047.415857586
2077,162957.035160656
2078,127852.133097975
2079,128058.064925976
2080,118780.136791294
2081,121857.932584469
2082,122098.302828275
2083,148627.803668661
2084,109706.757200095
2085,116842.64937117
2086,114619.406113265
2087,122805.339490748
2088,94454.2917994277
2089,73911.8973328641
2090,130819.572619648
2091,117906.293095672
2092,123504.673046309
2093,118948.986422335
2094,114309.646419308
2095,143338.465224735
2096,80940.9949106339
2097,100725.621152908
2098,141674.257081998
2099,48801.4964523416
2100,77185.1865739413
2101,111122.819422328
2102,136364.004419212
2103,100586.421001775
2104,140386.020176768
2105,130264.418832032
2106,66822.2813474732
2107,217799.672190548
2108,114578.516111718
2109,111662.41708229
2110,131338.844937725
2111,145839.158875396
2112,143222.356781044
2113,121338.730037356
2114,118403.279402294
2115,167124.831911464
2116,120922.40350221
2117,149889.70052982
2118,122185.790885188
2119,112931.102086623
2120,117981.711308276
2121,86543.7564859709
2122,118322.713353604
2123,87085.5015726663
2124,162265.448333947
2125,126211.184906519
2126,154739.600244102
2127,157847.681333719
2128,127989.669512096
2129,85592.2837626945
2130,134005.836647202
2131,142630.857172296
2132,109591.379095243
2133,117126.950921883
2134,118148.645056271
2135,84525.9818225241
2136,75349.7075137309
2137,106911.513778482
2138,136079.110981288
2139,150509.875143177
2140,140264.448657133
2141,142610.768603586
2142,123987.666266856
2143,143976.009017964
2144,123015.578460956
2145,140629.447806744
2146,162733.801926266
2147,145416.968718327
2148,142466.108199543
2149,145096.102053752
2150,230200.673840445
2151,108102.145521488
2152,158494.124745693
2153,169313.10661036
2154,107154.442940851
2155,136280.597645343
2156,249410.692244274
2157,229247.314755052
2158,243186.901140989
2159,212394.026164011
2160,173697.709026127
2161,236187.764705633
2162,400161.299086346
2163,331704.04029096
2164,249262.081014
2165,201205.039895614
2166,148013.414954848
2167,222563.146908411
2168,193178.832539897
2169,194754.188414156
2170,218237.120695739
2171,151341.170298854
2172,132408.579123213
2173,172295.785850265
2174,225312.331957908
2175,299473.641717612
2176,317103.914247047
2177,236278.23645662
2178,216992.811091156
2179,141815.391414634
2180,229175.587072419
2181,195334.364100456
2182,218370.85881648
2183,189925.477770997
2184,119932.516947276
2185,119270.001446234
2186,143836.906827348
2187,151613.41984817
2188,152019.404909413
2189,280617.8283509
2190,80610.9740006572
2191,84443.8638253474
2192,93870.9928293013
2193,102453.307813378
2194,101840.758552416
2195,112697.631909559
2196,101974.933818108
2197,116254.06385378
2198,162638.990382252
2199,185767.666376823
2200,144678.590289762
2201,143430.254947254
2202,220942.227903947
2203,132255.485263229
2204,180016.860274279
2205,111252.124554486
2206,132390.593036323
2207,214874.81989802
2208,258658.266852532
22
2397,220695.090547571
2398,130367.507575224
2399,67012.4677901488
2400,53877.4331611322
2401,112131.548111996
2402,136903.805841722
2403,144786.824008461
2404,149670.733505793
2405,154497.979736749
2406,143334.96637937
2407,124393.673583241
2408,147145.832271761
2409,125561.98400405
2410,164000.558306263
2411,118948.169913483
2412,149667.21568442
2413,129818.774637829
2414,147201.928089698
2415,138281.605047818
2416,123828.046810307
2417,136669.486593188
2418,134384.033784336
2419,127541.3811772
2420,124311.669210987
2421,154309.975517033
2422,111578.259377692
2423,125597.466893913
2424,161794.429013627
2425,182493.778898089
2426,129500.627613805
2427,132148.621510777
2428,175805.458778642
2429,119606.734636805
2430,130811.604080167
2431,106667.650603345
2432,146758.396189115
2433,144854.878374647
2434,144072.465689204
2435,151671.27613795
2436,107147.691418279
2437,111423.304749927
2438,125597.280546053
2439,114933.111453726
2440,119127.106382374
2441,96048.9379242512
2442,96299.0244018629
2443,124933.253934056
2444,134243.498228151
2445,88669.1806507567
2446,140233.935553387
2447,196856.00011527
2448,130076.439846136
2449,113231.28296875
2450,149598.160985778
2451,118452.762149261
2452,193980.162305538
2453,93161.6727115127
2454,118229.600814117
2455,116997.756032707
2456,138285.600153695
2457,128504.984176466
2458,124489.143313706
2459,113999.883204051
2460,142735.094357542
2461,126834.81573215
2462,140625.136516021
2463,131641.210417451
2464,174372.479016851
2465,140792.497653495
2466,109350.870020666
2467,140327.148581081
2468,79419.2325194547
2469,74435.2465968369
2470,168798.687549393
2471,198838.203148067
2472,149982.852665197
2473,111560.178708417
2474,89419.7287195598
2475,216164.101076606
2476,112877.177666159
2477,127516.634294887
2478,151639.629537654
2479,108398.619705816
2480,157457.359651198
2481,120366.301136187
2482,124583.97612143
2483,115033.702016405
2484,124397.729805087
2485,131068.805179449
2486,150982.198282805
2487,169298.806886911
2488,161664.906659221
2489,152603.842996666
2490,143740.374113185
2491,91581.964633725
2492,185810.819360002
2493,150330.077027356
2494,153803.240375947
2495,92511.0908154721
2496,243534.51334713
2497,157369.451686813
2498,109894.462386044
2499,92261.320216713
2500,126495.279264251
2501,137259.277151803
2502,146649.984677827
2503,95143.723203505
2504,174812.609262231
2505,225503.538555794
2506,254141.468625497
2507,289798.22247221
2508,252962.831857427
2509,217377.559829194
2510,221457.906989509
2511,177076.667127402
2512,206553.046029332
2513,224114.143089393
2514,277329.534384299
2515,146526.335179943
2516,168229.75268462
2517,139921.630939039
2518,148279.823553051
2519,226837.309449454
2520,216743.670125103
2521,193913.05557797
2522,220756.048192556
2523,117939.083160135
2524,138396.737157605
2525,144221.431607656
2526,138182.265278426
2527,119490.545536634
2528,126245.124307601
2529,136782.947632839
2530,117917.054456341
2531,249987.374091753
2532,224756.826572225
2533,195681.312878595
2534,234794.535612714
2535,299027.96740081
2536,228277.915443735
2537,244824.920004513
2538,182917.828594662
2539,189167.72069559
2540,175774.192007896
2541,183578.080855618
2542,168241.062315762
2543,127864.65935244
2544,121749.29455659
2545,138931.523948625
2546,129855.801978781
2547,136787.459988735
2548,154684.813675858
2549,151774.363181151
2550,575921.214941369
2551,143738.497979363
2552,128505.09207999
2553,77688.9643564512
2554,98009.6467718418
2555,116642.281429579
2556,100572.887201486
2557,106146.65562977
2558,134661.441418096
2559,141734.863050842
2560,148146.815435543
2561,143877.304420492
2562,132591.065691608
2563,147319.988480412
2564,208961.008861734
2565,137727.541289442
2566,168160.688008845
2567,135026.338012931
2568,191564.976317854
2569,214718.26401304
2570,115157.026713253
2571,181135.256883504
2572,152692.768151122
2573,224002.922039765
2574,309423.235648719
2575,126946.007140994
2576,128216.774844677
2577,134794.090907892
2578,87193.1858092124
2579,59053.990445619
2580,112184.051260469
2581,100953.33919878
2582,123168.217358954
2583,283311.952686567
2584,17
